site,gopher,field_id,percent_comp,family,genus,species,common,date,Notes,Invasive
SSP2_6,1,Longleaf Seedling,2,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_6,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_6,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_6,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_6,1,Buttontop,1,Asteraceae,,,aster,25-Mar-18,,
SSP2_6,1,Lespadeza,1,Fabaceae,Lespedeza,striata,Lespedeza,25-Mar-18,,
SSP2_6,1,Jerusalem Artichoke ,5,Asteraceae,Rudbeckia,hirta,black-eyed susan,25-Mar-18,,N
SSP2_6,1,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_6,1,Sumac,1,Anacardiaceae,Rhus ,copallinum,winged sumac/dward sumac,25-Mar-18,,N
SSP2_7,1,Longleaf Pine Tree,2,Pinaceae,Pinus ,palustris,longleaf pine,25-Mar-18,,N
SSP2_7,1,Sumac,5,Anacardiaceae,Rhus ,copallinum,winged sumac/dward sumac,25-Mar-18,,N
SSP2_7,1,Wiregrass,70,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_7,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_7,1,Fuzzy Alternate,1,Asteraceae,Vernonia ,angustifolia,tall ironweed,25-Mar-18,,N
SSP2_7,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_7,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_7,1,Andropogon,5,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_7,1,Spinach,2,Asteraceae,Erigeron ,strigosus,prairie fleabane,25-Mar-18,,N
SSP2_8,1,Wiregrass,30,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_8,1,Sumac,1,Anacardiaceae,Rhus ,copallinum,winged sumac/dward sumac,25-Mar-18,,N
SSP2_8,1,Rubus,5,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_8,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_8,1,Slender Leaf,1,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,25-Mar-18,,N
SSP2_8,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_8,1,Spinach,1,Asteraceae,Erigeron ,strigosus,prairie fleabane,25-Mar-18,,N
SSP2_8,1,Sensitive Mimosa,1,Fabaceae,Mimosa ,quadrivalvis,sensitve fern/sensitive briar/sensitive mimosa,25-Mar-18,,N
SSP2_8,1,Longleaf Seedling ,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_9,1,Wiregrass ,85,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_9,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_9,1,Huckleberry,10,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,25-Mar-18,,N
SSP2_9,1,Slender Leaf,1,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,25-Mar-18,,N
SSP2_9,1,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_9,1,Yellow Flower Flea Bane,1,Asteraceae,Krigia ,virginica,Virginia dwarfdandelion,25-Mar-18,,N
SSP2_9,1,Not Poor Joe,1,Cistaceae,Lechea ,mucronata,pinweed,25-Mar-18,,N
SSP2_9,1,Subaxe,1,Asteraceae,Symphyotrichum ,adnatum,clasping aster/scaleleaf aster,25-Mar-18,,N
SSP2_9,1,Not Clover,1,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,25-Mar-18,,N
SSP2_10,1,Rubus,25,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_10,1,Wiregrass,40,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_10,1,Andropogon,5,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_10,1,Downward Leaf,1,Fabaceae,Rhynchosia ,reniformis,dollarleaf,25-Mar-18,,N
SSP2_10,1,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,25-Mar-18,,N
SSP2_10,1,Yellow Flower Flea Bane,1,Asteraceae,Krigia ,virginica,Virginia dwarfdandelion,25-Mar-18,,N
SSP2_10,1,Arugala,1,Asteraceae,Erigeron ,strigosus,Daisy fleabane,25-Mar-18,,N
SSP2_10,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_10,1,Cherry?,1,Cornaceae,Nyssa ,,blackgum/tupelo,25-Mar-18,,
SSP2_11,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_11,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_11,1,Wiregrass,25,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_11,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_11,1,St. Johns Wart,5,Clusiaceae,Hypericum ,suffruticosum,St. John Wort,25-Mar-18,,N
SSP2_11,1,Panicum,5,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_11,1,Slender Leaf,5,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,25-Mar-18,,N
SSP2_11,1,Elephant 2,1,Asteraceae,Hieracium ,gronovii,queendevil,25-Mar-18,,N
SSP2_11,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_11,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_11,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_12,1,Wiregrass,60,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_12,1,Sensitive Mimosa,2,Fabaceae,Mimosa ,quadrivalvis,sensitve fern/sensitive briar/sensitive mimosa,25-Mar-18,,N
SSP2_12,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_12,1,Silkgrass,2,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_12,1,Panicum,2,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_12,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_12,1,Longleaf Seedling,3,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_12,1,Broccoli,2,Asteraceae,Ambrosia ,artemisiifolia,ragweed,25-Mar-18,,N
SSP2_12,1,Upward Leaf,1,Asteraceae,Symphyotrichum ,concolor,eastern silver aster,25-Mar-18,,N
SSP2_12,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_12,1,Sumac,1,Anacardiaceae,Rhus ,copallinum,winged sumac/dward sumac,25-Mar-18,,N
SSP2_12,1,Not Clover,2,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,25-Mar-18,,N
SSP2_13,1,Wiregrass,50,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_13,1,Gopher Apple,20,Ericaceae,Gaylussacia ,dumosa,dwarf huckleberry,25-Mar-18,,N
SSP2_13,1,Sensitive Mimosa,1,Fabaceae,Mimosa ,quadrivalvis,sensitve fern/sensitive briar/sensitive mimosa,25-Mar-18,,N
SSP2_13,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_13,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_13,1,Silkgrass,1,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_13,1,Slender Leaf,1,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,25-Mar-18,,N
SSP2_13,1,Longleaf Seedling,5,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_14,1,Wiregrass,90,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_14,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_14,1,Longleaf Seedling,2,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_14,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_14,1,White Dot,1,Euphorbiaceae,Croton ,argyranthemum,Silver croton,25-Mar-18,,N
SSP2_15,1,Longleaf Pine Tree,25,Pinaceae,Pinus ,palustris,longleaf pine,25-Mar-18,,N
SSP2_15,1,Wiregrass,30,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_15,1,Gopher Apple,5,Ericaceae,Gaylussacia ,dumosa,dwarf huckleberry,25-Mar-18,,N
SSP2_15,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_15,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_15,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_15,1,Fuzzy Alternate,1,Asteraceae,Vernonia ,angustifolia,tall ironweed,25-Mar-18,,N
SSP2_15,1,Sensitive Mimosa,1,Fabaceae,Mimosa ,quadrivalvis,sensitve fern/sensitive briar/sensitive mimosa,25-Mar-18,,N
SSP2_15,1,Silkgrass,1,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP2_15,1,Spinach,2,Asteraceae,Erigeron ,strigosus,prairie fleabane,25-Mar-18,,N
SSP2_15,1,Little Purple,1,Lamiaceae,Scutellaria ,integrifolia,helmet flower/helmet skullcap,25-Mar-18,,
SSP2_16,1,Wiregrass,30,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_16,1,Rubus,10,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_16,1,Andropogon,30,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_16,1,Lespedeza,5,Fabaceae,Lespedeza,striata,Lespedeza,25-Mar-18,,
SSP2_16,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_16,1,Alternate,1,Euphorbiaceae,Euphorbia ,pubentissima,false flowering spurge,25-Mar-18,,N
SSP2_16,1,White Dot,2,Euphorbiaceae,Croton ,argyranthemum,Silver croton,25-Mar-18,,N
SSP2_16,1,Not Clover,3,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,25-Mar-18,,N
SSP2_16,1,Woody Debris,18,NA,NA,NA,NA,25-Mar-18,,
SSP2_17,1,Wiregrass,70,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_17,1,Andropogon,10,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP2_17,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
SSP2_17,1,Panicum,2,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_17,1,Flea Bane,1,Asteraceae,Krigia ,virginica,Virginia dwarfdandelion,25-Mar-18,,N
SSP2_17,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_17,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,25-Mar-18,,N
SSP2_17,1,Slender Leaf,1,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,25-Mar-18,,N
SSP2_17,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_18,1,Longleaf Pine (2) ,5,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_18,1,Wiregrass,50,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP2_18,1,Panicum,5,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP2_18,1,White Dot,1,Euphorbiaceae,Croton ,argyranthemum,Silver croton,25-Mar-18,,N
SSP2_18,1,Longleaf Seedling,2,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP2_18,1,Purple Bottom,1,Asteraceae,Symphyotrichum ,concolor,eastern silver aster,25-Mar-18,,N
SSP2_18,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP2_18,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,25-Mar-18,,N
